"","ParksID","InspectionID","NextToAnotherGarden","TotalFenceLength","TotalSidewalkArea","TotalSidewalkLength","OnSiteService","HydrantW_in15ft","HydrantOnGardenSide","RainHarvesting","RainGallons","SolarPanels","CompostSystem","CompostTumblers","NonFoodPlants","Food","OpenLawnOrCommunalArea","PavedArea","TreesInGarden","FruitTrees","StreetTrees","EmptyTreePits","Murals","BlankShed","ParksSign","Chickens","Pond","FishInPond","Turtles","Aquaponics","FarmersMarket","CSApickup","Composting","Greenhouse","StructureForSeasonExtension","assemblydist","borough","communityboard","congressionaldist","coundist","gardenname","juris","multipolygon","openhrsf","openhrsm","openhrssa","openhrssu","openhrsth","openhrstu","openhrsw","policeprecinct","statesenatedist","status","zipcode"
"304","X266-GT001",318,"false",0,1573,121,"true","true","true","true",1800,"false","false","false","true","true","true","false","true","true","true","true","false","false","true","false","false","","false","false","false","false","false","true","false",87,"X",206,15,17,"Krystal Community Garden","DPR","MULTIPOLYGON (((-73.88096360647944 40.84350002457958, -73.88071967127938 40.84376968650919, -73.88074567258649 40.84378047519149, -73.88077196009837 40.84379698139678, -73.88078121082081 40.843805972480205, -73.8807867676432 40.84381441944916, -73.88080000654092 40.843837742404446, -73.88081354650764 40.843856503769224, -73.88082586876821 40.84386860202367, -73.88083685948709 40.843874035249506, -73.88084336107812 40.84387735848335, -73.8808505093136 40.84387979900066, -73.88085809799422 40.84388128634989, -73.88086590782878 40.8438817770808, -73.88087371591382 40.8438812583562, -73.88088129455443 40.843879744348826, -73.88088842786183 40.84387727805954, -73.88089490819469 40.843873932213896, -73.88090055040269 40.84386980117274, -73.88090519181858 40.843865005434324, -73.88090869820333 40.843859682635696, -73.88091058560343 40.84385524515152, -73.88091167999103 40.84385065556567, -73.88091196342984 40.8438459976056, -73.88091142984766 40.84384135140893, -73.88091355683805 40.84381634419967, -73.88091937337069 40.84379232864062, -73.8809288447465 40.843769476689644, -73.88094182566624 40.84374814118928, -73.88095708025914 40.84372981027924, -73.88097361960112 40.84371514029836, -73.88100990702584 40.843691733389136, -73.88103288383016 40.84367180395427, -73.88103307392878 40.84367159433535, -73.88104544384157 40.84365306863311, -73.88105536375596 40.843618730438685, -73.8810675057615 40.84359436029602, -73.88108958341739 40.84356994546485, -73.88106123129695 40.843554209825825, -73.88096360647944 40.84350002457958)))","","","","10:00 a.m. -3:00 p.m.","8:00 a.m. - 1:00 p.m.","8:00 a.m. - 1:00 p.m.","",48,32,"Active",10460
"305","X270-GT001",569,"false",70,425,25,"false","true","true","false",NA,"false","false","false","true","true","true","false","false","false","false","false","false","false","false","false","false","","false","false","false","false","false","false","false",85,"X",203,15,17,"Freeman Garden","DPR","MULTIPOLYGON (((-73.89123887663574 40.829638602188616, -73.89124453722863 40.829572770499304, -73.89097242923536 40.82957053968176, -73.89097185420022 40.829636412185835, -73.89123887663574 40.829638602188616)))","10:00 a.m. - 6:00 p.m.","12:00 p.m. - 5:00 p.m.","8:00 a.m. - 2:00 p.m.","8:00 a.m. - 2:00 p.m.","10:00 a.m. - 6:00 p.m.","12:00 p.m. - 5:00 p.m.","10:00 a.m. - 3:00 p.m.",42,32,"Active",10459
"306","X272-GT001",541,"false",200,1400,100,"true","false","false","true",500,"false","false","false","true","true","true","false","true","true","true","false","false","false","false","false","false","","false","false","false","false","false","false","false",84,"X",201,15,8,"Wanaqua Garden","DPR","MULTIPOLYGON (((-73.92210675370869 40.806668828317825, -73.92177622983122 40.80652906055925, -73.92159068388645 40.806781764792056, -73.92191142673123 40.806917436387145, -73.92210675370869 40.806668828317825)))","10:00 a.m. - 3:30 p.m.","10:00 a.m. - 3:30 p.m.","10:00 a.m. - 3:30 p.m.","10:00 a.m. - 3:30 p.m.","10:00 a.m. - 3:30 p.m.","10:00 a.m. - 3:30 p.m.","10:00 a.m. - 3:30 p.m.",40,29,"Active",10454
"307","X275-GT001",388,"false",395,3295,303,"true","false","false","false",NA,"false","false","false","true","true","true","false","true","false","false","false","true","false","true","false","false","","false","false","false","false","false","false","false",77,"X",204,15,16,"Mosaic Success Garden","DPR","MULTIPOLYGON (((-73.92534265698106 40.84092963633196, -73.925378039402 40.84085103534671, -73.9255595502782 40.84055071109897, -73.92561262887048 40.840511502737805, -73.9255909315281 40.840232625717235, -73.92537678297309 40.84025023969723, -73.92536395760067 40.84026038896573, -73.92535437474427 40.84027301038501, -73.9253441039489 40.84033971589882, -73.9253652314732 40.84038261557478, -73.92533147080141 40.84041416232479, -73.92532199694062 40.84047014617505, -73.92533605050359 40.84048980764287, -73.92533132744552 40.84051758751078, -73.92530937778658 40.84053208475165, -73.9252446500959 40.840901935810855, -73.92524776476185 40.840922189025925, -73.92534265698106 40.84092963633196)))","3:00 p.m. - 6:00 p.m.","3:00 p.m. - 6:00 p.m.","10:00 a.m. - 3:00 p.m.","","3:00 p.m. - 6:00 p.m.","3:00 p.m. - 6:00 p.m.","3:00 p.m. - 6:00 p.m.",44,29,"Active",10452
"308","X276-GT001",147,"false",467.5,3020,230,"false","true","true","false",NA,"false","true","false","true","true","true","false","true","true","true","false","false","true","true","false","true","false","false","false","false","false","true","false","false",84,"X",201,15,17,"Eagle Slope","DPR","MULTIPOLYGON (((-73.91200502283131 40.81564990730288, -73.91133148354008 40.815508828162045, -73.91133136219747 40.815509162153276, -73.91130574669761 40.81557987742036, -73.91130500197801 40.81558193268299, -73.91128700019031 40.81563162988997, -73.91128217862259 40.81564576308808, -73.91125578371981 40.81572312971678, -73.91124478761243 40.81575535905763, -73.91121859753291 40.815829278730355, -73.91121398603451 40.815842295470276, -73.91121411777362 40.81584571926256, -73.91121466175903 40.81584753868604, -73.91121511960021 40.81584907258557, -73.91122148422335 40.815851085595405, -73.91128963516063 40.815858294302494, -73.91138484810972 40.81586836574088, -73.9114408031075 40.815874284477346, -73.9114695000331 40.81587682880826, -73.91163977118902 40.81589192568727, -73.91164716660515 40.81589246624995, -73.91165092629683 40.8158817595163, -73.91165930231476 40.81585790635713, -73.91168437539002 40.815861689643796, -73.91174939926687 40.8156805710744, -73.91196349981679 40.815726454800206, -73.91196736260895 40.81571930059674, -73.91197287222354 40.815709097665895, -73.91200212887807 40.8156549190635, -73.91200302343857 40.81565336908978, -73.91200502283131 40.81564990730288)))","5:00p - 8:00p","","10:00a - 5:00p","10:00a - 5:00p","","","5:00p - 8:00p",40,29,"Active",10455
"309","X277-GT001",9,"true",265,3750,150,"false","false","true","false",NA,"false","false","true","true","true","true","false","true","true","true","true","true","true","true","false","false","","false","false","false","false","true","true","false",84,"X",201,15,8,"138th Street Community Garden","DPR","MULTIPOLYGON (((-73.91575546696832 40.805622280601284, -73.91567654397022 40.80558893326082, -73.91555815843628 40.80553891214764, -73.91544917530074 40.805492861804396, -73.91532734334139 40.805441386321306, -73.9152042383218 40.805389342458255, -73.91510610618582 40.805524617006085, -73.91502693299275 40.80563375585975, -73.91557982270773 40.80586441149153, -73.91575546696832 40.805622280601284)))","10:00 a.m. - 2:00 p.m.  & 4:00 p.m. - 6:00 p.m.","","11:00 a.m. - 8:00 p.m.","11:00 a.m. - 8:00 p.m.","10:00 a.m. - 2:00 p.m.  & 4:00 p.m. - 6:00 p.m.","","10:00 a.m. - 2:00 p.m.  & 4:00 p.m. - 6:00 p.m.",40,29,"Active",10454
"310","X277A-GT001",525,"true",250,2250,150,"false","false","true","false",NA,"false","false","false","true","true","true","false","true","true","true","false","false","true","true","false","false","","false","false","false","false","false","false","false",84,"X",201,15,8,"United We Stand Garden (Sunflower / Girasol)","DPR","MULTIPOLYGON (((-73.91557599643032 40.80523340667769, -73.91537794404596 40.80514988878233, -73.9152042383218 40.805389342458255, -73.91541301502302 40.805477584430086, -73.91567654397022 40.80558893326082, -73.91585484711787 40.80535099597607, -73.91557599643032 40.80523340667769)))","10:00 a.m. - 8:00 p.m.","","8:00 a.m. - 6:00 p.m.","12:00 a.m. - 5:00 p.m.","11:00 a.m. - 6:00 p.m.","11:00 a.m. - 6:00 p.m.","11:00 a.m. - 6:00 p.m.",40,29,"Active",10454
"311","X285-GT001",413,"false",350,3800,250,"false","true","true","false",NA,"false","true","false","true","true","true","true","true","true","true","true","true","true","true","false","true","true","false","false","false","false","true","false","false",84,"X",201,15,8,"Padre Plaza","DPR","MULTIPOLYGON (((-73.91724336127905 40.80800858005507, -73.91755915223685 40.80814122640039, -73.91773923023395 40.8078989696779, -73.91733898887358 40.80773085119753, -73.91726712983535 40.80782501520185, -73.91735105210014 40.80786370497875, -73.91724336127905 40.80800858005507)))","10:00 a.m. - 7:30 p.m.","10:00 a.m. - 6:00 p.m.","10:00 a.m. - 8:00 p.m.","11:00 a.m. - 6:00 p.m.","10:00 a.m. - 7:30 p.m.","10:00 a.m. - 6:00 p.m.","10:00 a.m. - 6:00 p.m.",40,29,"Active",10454
"312","X292-GT001",588,"false",NA,NA,NA,"true","false","false","false",NA,"false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false",86,"X",205,15,14,"Bean Morris Garden","DPR","MULTIPOLYGON (((-73.90408106780814 40.854545019462115, -73.90418442121705 40.854572212841695, -73.9044717907233 40.854256677591344, -73.90419585504375 40.85420258587383, -73.90408106780814 40.854545019462115)))","12:00 p.m. - 4:00 p.m.","","12:00 p.m. - 4:00 p.m.","","12:00 p.m. - 4:00 p.m.","12:00 p.m. - 4:00 p.m.","12:00 p.m. - 4:00 p.m.",46,33,"Active",10453
"313","X293-GT001",217,"false",365,650,65,"false","false","false","true",300,"false","true","false","true","true","true","false","true","true","false","false","false","true","true","true","false","","false","false","true","false","true","false","false",78,"X",206,15,15,"Garden of Happiness","DPR","MULTIPOLYGON (((-73.88531525729111 40.84853484422573, -73.8848512519415 40.84830792878718, -73.88483505705288 40.848326907613725, -73.88479602363684 40.8483726514891, -73.88478401736828 40.848386720502596, -73.88475795979741 40.8484172580968, -73.88475063529805 40.848425841479745, -73.88474672588568 40.84843042378324, -73.88471948476406 40.84846234694482, -73.88471790079603 40.848464203978814, -73.88467862837756 40.84851022672743, -73.88467063129463 40.84851959826439, -73.8851254890263 40.84875723468121, -73.88513635527735 40.84876262414406, -73.88513719770178 40.848761670460675, -73.88524774652763 40.84863643910922, -73.88525683732144 40.84862614021246, -73.8853270623718 40.84854525214941, -73.88532929147199 40.84854268435914, -73.8853298867698 40.848541998775495, -73.88531525729111 40.84853484422573)))","11:00 a.m. - 4:00 p.m","11:00 a.m. - 4:00 p.m","11:00 a.m. - 4:00 p.m","11:00 a.m. - 4:00 p.m","","","",48,32,"Active",10460
"314","X296-GT001",509,"false",367,3536,442,"false","false","false","true",1000,"true","true","true","true","true","true","false","true","true","true","false","false","false","true","true","false","","false","false","true","false","true","true","false",77,"X",204,15,8,"Taqwa Community Farm","DPR","MULTIPOLYGON (((-73.92947558540976 40.83258069474248, -73.92945359280375 40.83256969345595, -73.92915672890715 40.832462368826334, -73.9288219818761 40.83235427084405, -73.92874507448929 40.832338214358266, -73.92859202817817 40.83259321543319, -73.92927693320063 40.832813468022906, -73.92928390864417 40.83281617288361, -73.92929138183047 40.832817951440084, -73.9292991417778 40.83281875493615, -73.92930696917882 40.832818559824574, -73.92931464350988 40.83281737137306, -73.92932194777333 40.83281522366747, -73.92932867442774 40.83281217781433, -73.9293346336905 40.83280831834397, -73.92933965946295 40.83280375591554, -73.92934360696879 40.832798618310704, -73.92947558540976 40.83258069474248)))","12:00 p.m. - 5:00 p.m.","3:00 p.m.- 5:00 p.m.","10:00 a.m. - 6:00 p.m.","","","3:00 p.m.- 5:00 p.m.","3:00 p.m.- 5:00 p.m.",44,29,"Active",10452
"315","X297-GT001",216,"false",304,2835,189,"false","false","false","false",NA,"false","true","false","true","true","true","false","true","true","true","false","false","false","true","false","false","","false","false","false","false","true","false","false",86,"X",204,15,15,"Garden of Eden","DPR","MULTIPOLYGON (((-73.90722043852419 40.84358481139152, -73.9075583190589 40.843595239331215, -73.90758067853245 40.843342193446404, -73.90724778223274 40.843325553473974, -73.90722043852419 40.84358481139152)))","11:00a - 4:00p","","11:00a - 4:00p","","11:00a - 3:00p","11:00a - 3:00p","11:00a - 3:00p",44,32,"Active",10457
"316","X297-GT001",1700,"",NA,NA,NA,"","","","",NA,"","","","","","","","","","","","","","","","","","","","","","","","",86,"X",204,15,15,"Garden of Eden","DPR","MULTIPOLYGON (((-73.90722043852419 40.84358481139152, -73.9075583190589 40.843595239331215, -73.90758067853245 40.843342193446404, -73.90724778223274 40.843325553473974, -73.90722043852419 40.84358481139152)))","11:00a - 4:00p","","11:00a - 4:00p","","11:00a - 3:00p","11:00a - 3:00p","11:00a - 3:00p",44,32,"Active",10457
"317","X298-GT001",219,"false",300,2026,183,"false","false","false","false",NA,"false","false","false","true","true","true","false","true","true","true","false","false","false","true","false","false","","false","false","false","false","false","false","false",86,"X",204,15,15,"Garden of Life","DPR","MULTIPOLYGON (((-73.90813555673122 40.84340250328245, -73.90779158232726 40.843384313511855, -73.90777877223175 40.84338363600531, -73.90776058511302 40.84361183255171, -73.90777189178145 40.84361244672406, -73.90781000198902 40.843614517706804, -73.90802438647933 40.84362616473543, -73.90811582635936 40.84363113179129, -73.9081272249902 40.84349905202925, -73.9081331333775 40.84343058053133, -73.90813555673122 40.84340250328245)))","10:00 a.m.- 5:00 p.m.","10:00 a.m.- 5:00 p.m.","10:00 a.m.- 5:00 p.m.","","10:00 a.m.- 5:00 p.m.","10:00 a.m.- 5:00 p.m.","10:00 a.m.- 5:00 p.m.",44,32,"Active",10457
"318","X303-GT001",506,"false",84,NA,NA,"false","false","false","false",NA,"false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false",77,"X",204,15,8,"Sweetgum Community Garden","DPR","MULTIPOLYGON (((-73.93032519921886 40.833154692047515, -73.93063948626012 40.833256782354894, -73.9306540542458 40.83323110630937, -73.93068023502367 40.833184959095796, -73.93036594707355 40.83308286889749, -73.93032519921886 40.833154692047515)))","12:00 p.m. - 5:00 p.m.","","12:00 p.m. - 5:00 p.m.","12:00 p.m. - 5:00 p.m.","","","12:00 p.m. - 5:00 p.m.",44,29,"Active",10452
"319","X313-GT001",160,"false",250,1500,100,"false","false","false","true",250,"false","false","false","true","true","true","true","true","true","true","false","false","true","true","false","false","","false","false","false","false","false","false","false",79,"X",201,15,17,"El Batey Borincano","DPR","MULTIPOLYGON (((-73.90945404145772 40.8208456332645, -73.90947194785146 40.82080275126756, -73.90948135354289 40.82078022822624, -73.90950866557557 40.82071482228031, -73.90953685282669 40.82064732335918, -73.90918872011662 40.82056308020009, -73.90915988910969 40.82063042274422, -73.90913996838982 40.82067695281966, -73.90913620114574 40.8206857513052, -73.90913223431227 40.82069574549285, -73.90912106057007 40.82072389161462, -73.90910736873707 40.82075838154998, -73.90910615073453 40.82076144858186, -73.90945404145772 40.8208456332645)))","12:00 p.m. - 2:00 p.m.","12:00 p.m. - 2:00 p.m.","2:00 p.m. - 4:00 p.m.","2:00 p.m. - 4:00 p.m.","12:00 p.m. - 2:00 p.m.","12:00 p.m. - 2:00 p.m.","12:00 p.m. - 2:00 p.m.",40,32,"Active",10456
"320","X314-GT001",295,"false",230,2485,170,"false","false","true","true",500,"false","false","false","true","true","true","false","true","true","true","false","false","false","false","false","false","","false","false","false","false","false","false","false",84,"X",201,15,8,"Isla Verde Garden","DPR","MULTIPOLYGON (((-73.90704310989862 40.814882676374424, -73.90704411041905 40.81488001531042, -73.90691309105718 40.814852575903366, -73.90667489889316 40.81479937196143, -73.90662905613371 40.81492223925035, -73.90661105255664 40.81497253906713, -73.90698150572233 40.815046551455225, -73.90699277085416 40.81501658568294, -73.90704310989862 40.814882676374424)))","3:00 p.m. - 8:00 p.m.","3:00 p.m. - 8:00 p.m.","3:00 p.m. - 8:00 p.m.","3:00 p.m. - 8:00 p.m.","3:00 p.m. - 8:00 p.m.","3:00 p.m. - 8:00 p.m.","3:00 p.m. - 8:00 p.m.",40,29,"Active",10455
